Name,Age,AnnualIncome,Debt,Savings,EducationLevel,EmploymentStatus,MaritalStatus,HouseholdSize,YearsInCurrentJob,HasChildren,HomeOwnership,Location,CreditHistory,DrivingExperience,MonthlyExpenses,EmploymentType,LoanApprovalHistory,HealthCondition,ProbabilityOfCarPurchase
Customer159,53,55150,13467,29516,College,Employed,Married,2,1,1,Rent,Urban,Good,15.353308177796041,3012.730149065999,Contract,Approved,Excellent,0.9021941183826757
Customer160,30,93731,31010,10449,Bachelor,Employed,Single,4,4,1,Rent,Urban,Excellent,12.527672015862407,4628.07005678037,Part-Time,Denied,Excellent,0.38573232789983325
Customer161,49,79688,49257,21125,Bachelor,Self-Employed,Married,4,4,0,Mortgage,Rural,Fair,12.908892523985047,2261.6587865030706,Part-Time,Approved,Poor,0.7791041873386466
Customer162,24,103509,42641,7418,High School,Unemployed,Single,3,2,0,Rent,Rural,Excellent,13.122061469108715,4302.276697726718,Part-Time,Denied,Fair,0.7247893011954354
Customer163,39,38577,12289,22746,High School,Unemployed,Married,3,9,1,Own,Urban,Poor,12.94570635348606,501.08393533039913,Contract,Denied,Good,0.05952619687182248
Customer164,45,38070,44976,2454,PhD,Unemployed,Single,4,9,0,Own,Suburban,Poor,11.520836396568864,1258.315895566329,Part-Time,Approved,Fair,0.5815083096240723
Customer165,19,38666,43596,17761,College,Self-Employed,Married,2,2,0,Own,Urban,Poor,19.741866351174888,636.9059284433853,Contract,Denied,Excellent,0.13018934920080238
Customer166,59,87761,23171,15223,High School,Employed,Single,4,9,0,Mortgage,Urban,Excellent,14.913520781088225,1976.6623123178088,Part-Time,Denied,Excellent,0.9673191722305912
Customer167,62,66368,34905,6701,High School,Unemployed,Married,3,6,0,Rent,Urban,Poor,15.761981379457902,4586.853180634263,Full-Time,Approved,Fair,0.8114075027006562
Customer168,23,36783,20829,2597,College,Self-Employed,Married,2,8,1,Mortgage,Urban,Poor,17.57679348658981,936.2845561954448,Full-Time,Denied,Poor,0.10972380124712011
Customer169,45,71914,34054,141,PhD,Employed,Divorced,4,10,0,Rent,Urban,Fair,5.097155491791134,3228.8439953471016,Part-Time,Approved,Poor,0.12175199764767841
Customer170,45,100507,48478,2659,High School,Unemployed,Divorced,5,4,1,Own,Suburban,Fair,2.5922790228061547,2531.731726037499,Full-Time,Denied,Fair,0.594473854912619
Customer171,61,109026,44139,20980,PhD,Employed,Single,5,2,0,Rent,Rural,Good,10.174994295373374,4723.106955646156,Contract,Approved,Excellent,0.3448891741731833
Customer172,61,97526,48713,9031,Master,Unemployed,Married,4,2,0,Rent,Rural,Good,10.76753321676619,1051.3361414169221,Full-Time,Approved,Fair,0.03490585907310928
Customer173,37,100835,29734,15037,PhD,Unemployed,Single,2,9,1,Rent,Suburban,Good,16.754453819048436,1454.1253272600302,Full-Time,Approved,Excellent,0.5416415078330531
Customer174,47,75765,7052,46738,Bachelor,Unemployed,Divorced,4,1,0,Mortgage,Rural,Excellent,9.431888006364378,632.9388587517197,Contract,Approved,Fair,0.3878450996858469
Customer175,28,49956,3654,38429,Bachelor,Employed,Single,4,7,1,Rent,Rural,Good,11.846207485341942,2452.708623341182,Full-Time,Denied,Poor,0.10107649237174265
Customer176,45,117895,23486,6142,PhD,Self-Employed,Single,3,3,0,Rent,Rural,Excellent,11.014347831755709,1750.2480480409442,Full-Time,Approved,Good,0.8019203922559827
Customer177,42,76240,18743,12109,Bachelor,Employed,Divorced,5,3,0,Rent,Suburban,Excellent,1.72585289139043,4414.576702506444,Part-Time,Denied,Excellent,0.915076765278806
Customer178,56,67148,48368,22010,Master,Unemployed,Married,3,2,0,Mortgage,Suburban,Good,12.689083035341366,3222.2336593898976,Contract,Approved,Good,0.75659393401413
Customer179,50,34757,24489,8787,College,Employed,Single,3,10,0,Mortgage,Rural,Good,16.732822429710794,3263.4083208906577,Contract,Denied,Poor,0.8224223100162773
Customer180,18,49097,8636,42864,Bachelor,Self-Employed,Divorced,4,6,0,Mortgage,Rural,Excellent,3.9925104134402725,2893.598135965861,Part-Time,Approved,Fair,0.21649056726611737
Customer181,44,40395,6441,8472,Bachelor,Employed,Married,3,10,1,Rent,Rural,Fair,12.29230294460532,913.3265175314045,Part-Time,Denied,Poor,0.263572950918601
Customer182,30,46241,24611,49575,PhD,Self-Employed,Divorced,5,2,1,Own,Urban,Poor,12.278600344481873,2502.5840767640984,Full-Time,Denied,Good,0.20852754029918774
Customer183,58,57696,42435,23383,Master,Self-Employed,Single,3,10,0,Own,Urban,Poor,4.119514317070816,4997.773353688324,Full-Time,Approved,Poor,0.765063431365564
Customer184,20,100480,12149,4249,College,Employed,Married,5,4,0,Own,Urban,Poor,3.3458079008839845,4258.531808807067,Full-Time,Approved,Poor,0.9479170789344971
Customer185,56,76163,34566,47717,PhD,Unemployed,Married,3,10,1,Rent,Suburban,Fair,19.62098691655321,4520.565743752022,Part-Time,Approved,Fair,0.7168372067339026
Customer186,23,49816,42368,34518,PhD,Self-Employed,Divorced,5,9,1,Own,Rural,Excellent,8.480664223407715,4204.518616609248,Contract,Denied,Good,0.881466764879556
Customer187,25,79840,21675,18351,Master,Employed,Divorced,3,9,0,Own,Suburban,Good,5.321012845747056,963.6876204394221,Full-Time,Denied,Good,0.6386990948831726
Customer188,44,82853,5495,4088,College,Self-Employed,Divorced,3,6,0,Own,Suburban,Excellent,4.255166344633124,1523.5171432915984,Part-Time,Denied,Good,0.38765990055879906
Customer189,26,54917,42668,15282,Master,Unemployed,Married,2,4,1,Rent,Suburban,Excellent,13.684432558081467,514.0474311038433,Contract,Denied,Excellent,0.4257616149303052
Customer190,54,51566,13673,19330,College,Employed,Married,5,7,0,Own,Rural,Good,12.579460649218298,1865.7955619515017,Part-Time,Approved,Poor,0.07532143216740483
Customer191,50,105452,11130,42409,Master,Employed,Single,5,1,1,Own,Urban,Fair,13.227490336760932,988.7333105592165,Full-Time,Approved,Good,0.03145719524602608
Customer192,59,92823,22668,21778,PhD,Employed,Married,5,4,0,Rent,Rural,Poor,2.672114522717593,2627.5700538571236,Part-Time,Approved,Poor,0.6954756041890774
Customer193,61,50806,15222,24264,PhD,Unemployed,Single,1,5,1,Mortgage,Rural,Poor,17.977157086470303,3547.073698582559,Part-Time,Approved,Fair,0.4384288920111806
Customer194,41,105520,23669,5075,High School,Self-Employed,Divorced,3,8,1,Own,Suburban,Excellent,8.396061539371917,4435.273827671346,Part-Time,Denied,Fair,0.5522150680546295
Customer195,32,31759,34068,10412,Bachelor,Employed,Divorced,5,2,0,Mortgage,Suburban,Fair,6.954018722176801,3871.4772429090417,Part-Time,Denied,Excellent,0.5576612476224163
Customer196,49,71949,23253,48454,Master,Self-Employed,Married,1,5,1,Own,Suburban,Poor,9.784867497707046,4723.635181003274,Contract,Approved,Excellent,0.2773758133333014
Customer197,49,32482,9435,28365,High School,Self-Employed,Divorced,2,6,0,Rent,Urban,Fair,8.411255249204936,742.5423067720496,Full-Time,Denied,Fair,0.4758925108294907
Customer198,41,54442,28552,7230,Bachelor,Unemployed,Divorced,5,5,0,Mortgage,Urban,Good,17.407963059643773,554.8092593744365,Contract,Approved,Good,0.47076022166770226
Customer199,58,63719,37384,48200,Master,Employed,Married,5,9,0,Mortgage,Urban,Excellent,18.65595852875995,3476.021512262957,Part-Time,Denied,Fair,0.388427221227857
Customer200,29,88066,16393,11002,College,Self-Employed,Single,1,10,0,Mortgage,Rural,Excellent,6.765611112542518,1802.085846000108,Part-Time,Denied,Poor,0.8206753834010705
Customer201,56,32079,10617,13947,Bachelor,Employed,Married,3,1,1,Mortgage,Suburban,Fair,17.414780341739142,1640.754572475979,Full-Time,Denied,Excellent,0.4511640036875959
Customer202,19,32717,38520,13686,PhD,Employed,Single,2,3,0,Own,Rural,Poor,15.848939461128275,1988.9918946220741,Full-Time,Denied,Excellent,0.6036445245059878
Customer203,20,89676,9852,29304,High School,Unemployed,Married,5,2,0,Own,Urban,Fair,18.685345774550473,1714.0822605156386,Contract,Denied,Fair,0.8955201203808261
Customer204,54,57952,31401,13074,Bachelor,Employed,Married,3,3,0,Mortgage,Suburban,Good,5.669255931531869,2801.4638283571426,Contract,Denied,Good,0.8662336228589225
Customer205,34,116444,6295,4493,Bachelor,Employed,Divorced,2,10,0,Own,Urban,Poor,11.962223852298603,2480.668012508596,Full-Time,Approved,Good,0.8904222037791651
Customer206,19,72460,35993,34228,PhD,Self-Employed,Married,4,9,1,Mortgage,Suburban,Poor,6.2163471100684475,2805.9284811949533,Contract,Denied,Poor,0.27000499646501397
Customer207,19,102847,34084,14140,Master,Unemployed,Married,4,9,0,Mortgage,Suburban,Fair,16.65779531920311,3527.2112517519627,Part-Time,Approved,Excellent,0.03498248830806283
Customer208,45,119106,45105,31655,College,Employed,Single,2,10,1,Rent,Rural,Good,1.101159620850221,2242.0872903701675,Part-Time,Approved,Fair,0.2610667998953292
Customer209,40,48449,39575,43472,PhD,Self-Employed,Divorced,1,2,1,Mortgage,Rural,Poor,11.731564094841525,1630.8845921397055,Full-Time,Approved,Fair,0.27870734562070865
Customer210,54,63536,36451,49437,College,Unemployed,Single,2,3,1,Own,Urban,Excellent,7.444865194166442,1247.9024156393546,Contract,Approved,Excellent,0.909360326724968
Customer211,49,94077,7227,49416,Master,Unemployed,Single,2,4,0,Mortgage,Rural,Good,7.130990434478584,2072.633537896815,Part-Time,Approved,Fair,0.6492427328379706
Customer212,50,68258,31910,6816,Bachelor,Self-Employed,Divorced,1,9,0,Rent,Rural,Poor,13.253220153433423,3838.129138607774,Full-Time,Approved,Excellent,0.08170395960222876
Customer213,18,78302,36041,11639,College,Self-Employed,Divorced,1,3,0,Own,Rural,Fair,17.178204536965886,3905.172095501613,Contract,Denied,Good,0.13537859601110114
Customer214,36,58865,23384,47192,High School,Self-Employed,Divorced,3,7,0,Rent,Suburban,Poor,12.574712436473199,3501.0742400789463,Part-Time,Denied,Good,0.1556761255419754
Customer215,19,36645,145,46733,High School,Self-Employed,Married,3,3,1,Rent,Rural,Excellent,17.210286594287727,1553.1267888809357,Contract,Denied,Fair,0.6304217481689232
Customer216,61,68000,37778,29492,PhD,Self-Employed,Divorced,1,7,1,Mortgage,Urban,Good,6.027345125739569,3146.3881063461395,Contract,Approved,Good,0.7354140255070031
Customer217,43,56737,16035,11240,Master,Employed,Divorced,4,7,0,Rent,Suburban,Poor,10.870535240534641,3068.103477095816,Contract,Approved,Good,0.8596439105653961
Customer218,49,41485,3040,32698,PhD,Employed,Divorced,4,9,0,Rent,Suburban,Excellent,9.560194242274445,2679.1978914937645,Full-Time,Approved,Poor,0.9406365508062431
Customer219,23,68565,42422,26957,PhD,Unemployed,Single,2,2,0,Own,Rural,Poor,1.2212530905588281,2974.905438727389,Part-Time,Denied,Excellent,0.20170455738644177
Customer220,49,55522,26160,32808,PhD,Employed,Single,5,6,0,Rent,Suburban,Poor,11.579430719674063,2713.0578468065064,Full-Time,Denied,Excellent,0.30977248472404906
Customer221,21,95155,49634,5827,High School,Employed,Married,2,9,0,Mortgage,Urban,Good,13.568962158777323,3044.553647333487,Part-Time,Denied,Fair,0.24032288074483066
Customer222,28,85168,17633,32762,High School,Employed,Single,2,2,0,Mortgage,Urban,Fair,12.24637368396233,3719.7767957950796,Part-Time,Approved,Excellent,0.35876156746613774
Customer223,34,82487,29344,8259,PhD,Self-Employed,Married,5,2,0,Mortgage,Suburban,Fair,14.989318076885008,993.3268748154788,Full-Time,Approved,Poor,0.9146651074237494
Customer224,55,42342,17014,14849,High School,Unemployed,Single,1,5,1,Rent,Rural,Excellent,11.855451040608465,3873.315884670607,Full-Time,Approved,Fair,0.5751125669393615
Customer225,41,70806,14996,16232,Master,Unemployed,Divorced,4,10,1,Own,Rural,Excellent,2.2682548421643816,1111.4876755741739,Part-Time,Denied,Fair,0.7381918973244991
Customer226,22,78770,49104,40572,PhD,Unemployed,Single,2,10,1,Mortgage,Suburban,Excellent,3.2124649576095172,799.8259928466862,Part-Time,Approved,Excellent,0.490119236126782
Customer227,51,108623,41621,24173,High School,Unemployed,Married,5,10,1,Rent,Urban,Good,12.333016973335095,4892.358587996604,Part-Time,Approved,Good,0.02885791333612453
Customer228,23,105629,11695,5374,College,Employed,Single,3,8,0,Mortgage,Suburban,Fair,6.224604647499163,4806.462959916987,Contract,Approved,Good,0.06419548599781433
Customer229,39,82603,2852,21174,PhD,Employed,Divorced,2,9,0,Mortgage,Rural,Excellent,2.513257451660551,771.9644522325382,Part-Time,Approved,Good,0.5379230312678858
Customer230,28,111974,16014,23567,PhD,Self-Employed,Married,4,2,0,Own,Rural,Excellent,9.162452125522389,2494.6404866373296,Full-Time,Denied,Good,0.7187890348200257
Customer231,33,56399,27042,35292,Master,Unemployed,Divorced,1,5,0,Mortgage,Suburban,Poor,11.532129363589451,1338.1022223489863,Full-Time,Denied,Poor,0.2153305275287315
Customer232,50,115382,33755,9277,Bachelor,Employed,Divorced,2,7,0,Own,Urban,Poor,7.246173778642524,2684.0520371048815,Full-Time,Approved,Fair,0.721909573992304
Customer233,26,111244,40390,31600,Bachelor,Employed,Married,2,6,1,Rent,Suburban,Excellent,14.688240342289781,4235.797593498143,Part-Time,Approved,Good,0.8106657734835124
Customer234,23,106534,23711,9885,Master,Self-Employed,Divorced,5,6,0,Mortgage,Urban,Poor,13.231641553923648,4777.752986343006,Part-Time,Denied,Poor,0.4118974783621112
Customer235,33,85106,26122,778,Master,Self-Employed,Divorced,3,7,1,Rent,Urban,Poor,7.323548860741767,3354.1369405319183,Contract,Denied,Fair,0.7464192328441049
Customer236,46,60678,9160,29165,Master,Self-Employed,Single,3,3,0,Rent,Suburban,Poor,15.342578049262652,2092.575502453177,Contract,Approved,Excellent,0.4040299503284599
Customer237,20,106218,27213,1492,Bachelor,Employed,Divorced,1,3,1,Rent,Suburban,Good,13.325205808127674,3214.965045400693,Full-Time,Denied,Excellent,0.67835062945502
Customer238,37,93230,39420,30462,Master,Employed,Divorced,4,10,0,Mortgage,Urban,Excellent,13.11146219564014,1904.0058774880265,Contract,Denied,Poor,0.763997049319543
Customer239,53,104055,7421,49812,High School,Self-Employed,Divorced,1,9,1,Own,Urban,Excellent,11.515126314954292,4594.206383744271,Contract,Approved,Fair,0.9919266183081108
Customer240,36,86373,21400,13615,PhD,Unemployed,Divorced,2,8,0,Mortgage,Urban,Poor,1.2164036936825031,4416.802083976267,Full-Time,Denied,Good,0.3453966620635961
Customer241,43,61480,33537,44900,PhD,Self-Employed,Married,2,5,0,Rent,Urban,Good,14.233636486060893,3012.0428762584743,Part-Time,Denied,Fair,0.41104078057461146
Customer242,20,115230,17727,42946,College,Self-Employed,Single,3,6,0,Own,Rural,Poor,8.144794031073973,1961.5951192116224,Contract,Denied,Good,0.16562005941017133
Customer243,36,98836,46882,7851,College,Self-Employed,Divorced,4,10,0,Rent,Suburban,Good,18.909584493014457,1820.2535401234027,Part-Time,Denied,Poor,0.2040730584018069
Customer244,37,102258,4358,16288,PhD,Self-Employed,Divorced,5,1,1,Own,Urban,Excellent,16.541710650466904,650.3809761727675,Full-Time,Approved,Good,0.6933950025983777
Customer245,49,69986,28482,7156,High School,Employed,Married,4,10,0,Mortgage,Suburban,Poor,12.166194921094933,4171.193829613829,Full-Time,Denied,Poor,0.9170455901544761
Customer246,24,54160,32117,2044,Bachelor,Unemployed,Divorced,2,1,1,Own,Urban,Excellent,5.791457654566119,2526.724458675536,Contract,Denied,Fair,0.39460495166124054
Customer247,58,115595,23164,7368,Bachelor,Self-Employed,Married,5,4,0,Mortgage,Suburban,Good,4.870630472275665,1963.0981778011899,Full-Time,Approved,Fair,0.17984444683554124
Customer248,50,109111,31910,19900,High School,Unemployed,Single,4,2,1,Rent,Suburban,Fair,7.467311915873434,2619.9965974898923,Full-Time,Denied,Good,0.28509949938299406
Customer249,57,94929,32496,30600,Bachelor,Unemployed,Single,4,7,0,Own,Urban,Good,10.054790928020353,4184.320957045934,Full-Time,Approved,Fair,0.4550517048081386
Customer250,56,103506,44311,46403,Master,Unemployed,Divorced,5,2,0,Rent,Urban,Fair,6.625244690739995,1060.7639346838455,Contract,Approved,Good,0.2906503293653684
Customer251,35,64911,29371,25634,PhD,Self-Employed,Divorced,2,10,1,Own,Suburban,Excellent,10.783660412457174,4359.451947088222,Contract,Denied,Fair,0.23357908312186626
Customer252,57,117127,38467,9168,PhD,Employed,Divorced,4,2,0,Mortgage,Suburban,Excellent,4.142038084750533,4538.7897579875935,Contract,Denied,Excellent,0.7359844887570796
Customer253,18,61821,17625,20961,High School,Self-Employed,Married,5,5,0,Own,Suburban,Poor,19.5765434436845,4760.185617652497,Full-Time,Denied,Good,0.007844921240623193
Customer254,28,105039,33893,49879,Bachelor,Unemployed,Divorced,2,4,1,Own,Rural,Fair,3.0505665443348837,2288.695965901825,Part-Time,Denied,Poor,0.5392305273364831
Customer255,45,90535,10793,44096,College,Unemployed,Divorced,5,8,0,Mortgage,Urban,Good,18.70693865343307,1477.1318181695233,Full-Time,Denied,Excellent,0.7937668070297539
Customer256,42,114458,31007,46087,College,Employed,Single,5,4,1,Mortgage,Rural,Excellent,18.3579822166512,2181.3836831001436,Contract,Approved,Poor,0.2662282863174682
Customer257,40,42175,25766,23852,Bachelor,Self-Employed,Divorced,4,6,0,Mortgage,Rural,Fair,10.981849154570462,1998.1044330413147,Part-Time,Denied,Fair,0.6032915106120174
Customer258,48,84771,39532,33110,College,Unemployed,Single,2,5,1,Own,Urban,Good,14.773295164885603,1292.6926062628704,Part-Time,Approved,Excellent,0.6689001056186178
Customer259,47,116925,12323,32174,High School,Employed,Divorced,4,2,1,Rent,Urban,Fair,9.284917661479168,3232.700015456696,Contract,Denied,Fair,0.65502469640509
Customer260,59,96358,45799,34215,High School,Unemployed,Single,1,8,1,Own,Rural,Good,12.970656973306326,2644.80872228883,Part-Time,Approved,Good,0.4458496341987177
Customer261,52,47327,46820,26955,Bachelor,Employed,Divorced,1,2,1,Own,Urban,Good,7.4709428110012555,4395.654465458017,Part-Time,Denied,Poor,0.3465779878757792
Customer262,24,77057,45408,6581,College,Employed,Single,2,9,0,Rent,Suburban,Good,6.722021375923462,644.4931121692621,Contract,Denied,Fair,0.8359240730278135
Customer263,33,36150,7843,44619,High School,Self-Employed,Married,5,9,0,Mortgage,Suburban,Good,11.98636593722076,3397.4056739980683,Part-Time,Denied,Poor,0.7584459569998643
Customer264,43,34425,14210,6317,High School,Unemployed,Single,4,3,1,Own,Rural,Fair,10.464463809495626,3933.269953302025,Part-Time,Denied,Poor,0.3212551734139125
Customer265,19,46032,16456,49678,Master,Self-Employed,Single,4,4,0,Rent,Rural,Fair,12.01119101384964,3917.6895613473816,Contract,Denied,Fair,0.10301919444220609
Customer266,18,32198,31367,42856,Master,Unemployed,Single,2,8,0,Mortgage,Urban,Poor,6.446551044453437,4487.332851929863,Part-Time,Approved,Good,0.07180754544546919
Customer267,29,90500,10106,45714,High School,Self-Employed,Divorced,2,9,0,Mortgage,Urban,Fair,7.97219880452291,3780.6518427327233,Part-Time,Denied,Poor,0.09427597789893605
Customer268,22,83394,37957,26649,Bachelor,Unemployed,Divorced,1,3,1,Own,Rural,Fair,2.594061251949277,4675.145277414634,Part-Time,Denied,Fair,0.5828693611920428
Customer269,54,50079,2472,23132,PhD,Self-Employed,Divorced,3,5,0,Mortgage,Rural,Poor,1.9932510731719086,1996.9546991940115,Part-Time,Denied,Good,0.05166217582898969
Customer270,49,66220,49859,16789,PhD,Employed,Married,2,8,0,Mortgage,Suburban,Fair,5.815685463787309,2764.4423753819437,Contract,Approved,Fair,0.3369268749640384
Customer271,26,71874,6704,14567,High School,Unemployed,Married,3,3,1,Rent,Suburban,Good,2.4106903272803692,563.3584847730081,Full-Time,Denied,Good,0.7531997019142294
Customer272,58,43859,3713,14868,High School,Unemployed,Single,2,7,0,Rent,Urban,Excellent,2.9717194640600733,531.3091428648105,Full-Time,Approved,Poor,0.2943481665153781
Customer273,52,80460,5051,24370,High School,Employed,Married,5,8,1,Mortgage,Suburban,Excellent,16.445639702484804,1580.5697920318396,Part-Time,Denied,Excellent,0.7633080771801298
Customer274,36,61419,10756,42533,Bachelor,Self-Employed,Single,5,10,1,Rent,Urban,Poor,1.7386002433170966,953.6323871258837,Contract,Approved,Fair,0.7454670382070553
Customer275,33,38705,2475,30483,Master,Unemployed,Single,1,3,1,Mortgage,Urban,Fair,13.519913084760113,1670.9511557108913,Contract,Denied,Poor,0.24582713263321632
Customer276,20,72880,36378,12466,High School,Unemployed,Single,1,2,0,Own,Urban,Fair,6.1785972274926095,1296.6948253777882,Part-Time,Denied,Fair,0.7288221800927455
Customer277,37,53236,4255,28803,High School,Self-Employed,Married,3,10,0,Rent,Suburban,Poor,17.559367933454403,628.3401117739171,Full-Time,Approved,Fair,0.7477766382721007
Customer278,41,117955,14484,18230,College,Employed,Divorced,2,7,1,Mortgage,Rural,Excellent,10.214853406972491,4591.868658827222,Part-Time,Denied,Good,0.39745392566702686
Customer279,50,115514,34503,17862,Bachelor,Self-Employed,Married,4,9,1,Mortgage,Rural,Good,6.805952727228689,537.0040912500118,Contract,Approved,Fair,0.21042048374151823
Customer280,41,45358,8258,43355,High School,Self-Employed,Single,1,1,1,Rent,Suburban,Fair,10.835139778099256,3812.3696495168842,Contract,Denied,Good,0.5212708068918691
Customer281,28,106918,40747,31259,College,Self-Employed,Single,4,3,1,Rent,Rural,Poor,8.257202361860108,1184.6654911378243,Full-Time,Denied,Poor,0.9213975880001963
Customer282,25,44596,35196,33539,PhD,Unemployed,Married,4,5,1,Own,Urban,Good,11.721720228726774,4605.0332989982,Contract,Approved,Fair,0.639616732432062
Customer283,53,63572,45113,21909,High School,Employed,Single,2,3,1,Mortgage,Rural,Poor,3.1761244982006165,4517.581728154486,Contract,Denied,Poor,0.1729224976272612
Customer284,55,108757,40194,30795,High School,Employed,Single,3,1,0,Own,Suburban,Poor,19.942819553438472,3442.555158661658,Contract,Approved,Excellent,0.6827569247335199
Customer285,57,31279,8533,49068,College,Self-Employed,Married,2,7,1,Own,Rural,Poor,9.085561676237633,3525.053674102723,Full-Time,Approved,Poor,0.42720302728183457
Customer286,37,93197,32581,8770,Bachelor,Unemployed,Married,1,7,1,Own,Urban,Excellent,7.6163821544400045,524.0261388635985,Contract,Denied,Fair,0.591528797355373
Customer287,52,92516,5249,11093,High School,Self-Employed,Married,4,10,1,Rent,Urban,Excellent,14.493987118009032,4931.922047511209,Part-Time,Denied,Excellent,0.7340640350231079
Customer288,42,37083,19201,46571,PhD,Unemployed,Single,2,8,0,Own,Suburban,Poor,7.914088723411317,4450.246716091165,Full-Time,Denied,Good,0.5149473515144448
Customer289,52,47771,9686,193,High School,Unemployed,Single,2,5,0,Rent,Suburban,Fair,16.832211795546396,4527.978015785415,Part-Time,Approved,Excellent,0.8139839745733086
Customer290,42,59975,46877,34775,PhD,Unemployed,Divorced,2,10,0,Rent,Suburban,Good,9.63114376284808,3466.600416728924,Part-Time,Approved,Fair,0.7221555793166278
Customer291,46,75648,32007,17569,Master,Unemployed,Divorced,1,5,0,Own,Urban,Fair,14.671609852043263,2051.5411789454147,Full-Time,Denied,Fair,0.6150733400185107
Customer292,35,78285,661,11190,Master,Employed,Married,3,5,1,Own,Rural,Excellent,3.0416111123958443,4521.418920907164,Part-Time,Approved,Poor,0.1507928158323515
Customer293,63,49063,44843,42752,PhD,Unemployed,Divorced,2,1,0,Mortgage,Rural,Good,17.076264525547124,1811.8261766803655,Full-Time,Approved,Good,0.8359491109115683
Customer294,35,97642,30137,32327,Bachelor,Unemployed,Single,1,10,1,Own,Suburban,Poor,14.978641748784087,3032.201945039913,Part-Time,Approved,Fair,0.935905585319816
Customer295,19,116143,47556,42070,High School,Self-Employed,Divorced,4,5,1,Mortgage,Rural,Fair,5.022618790777348,948.7893755474709,Full-Time,Approved,Fair,0.13696512380929482
Customer296,52,67599,42828,20389,High School,Self-Employed,Single,5,6,1,Own,Rural,Fair,3.760434185169946,4648.800335597376,Contract,Denied,Good,0.48824112943343057
Customer297,33,81920,48604,40197,Master,Employed,Married,1,1,1,Own,Suburban,Poor,7.009554625786864,1133.46705997046,Contract,Denied,Good,0.2588887419705045
Customer298,58,58529,10526,2261,PhD,Self-Employed,Married,5,7,1,Own,Suburban,Fair,19.545341134606183,1512.0356257868327,Part-Time,Denied,Poor,0.7545233074255646
Customer299,53,65954,3374,28369,High School,Unemployed,Single,2,1,1,Own,Urban,Excellent,5.879799916774114,3011.6037115769673,Contract,Approved,Excellent,0.7216296360047
Customer300,50,57856,25592,26512,High School,Self-Employed,Divorced,2,2,0,Mortgage,Urban,Poor,9.666416969986033,3938.418500958417,Full-Time,Approved,Good,0.1408851205703987
Customer301,21,32573,28982,6716,Bachelor,Employed,Married,1,2,0,Mortgage,Urban,Fair,1.57038428862939,3287.0808767133453,Part-Time,Approved,Fair,0.8770272712616372
Customer302,50,108344,207,21259,College,Self-Employed,Married,5,5,0,Own,Urban,Poor,8.54732306175842,1544.6026076007026,Contract,Approved,Good,0.18097306397800228
Customer303,31,65367,35433,28933,Master,Self-Employed,Divorced,2,10,0,Own,Rural,Good,11.855080293228951,504.2436913737065,Contract,Denied,Fair,0.7972590256481075
Customer304,38,90774,23197,41689,Master,Employed,Divorced,4,7,0,Mortgage,Rural,Poor,19.10936763765134,3907.1776113834762,Part-Time,Approved,Poor,0.4569803596280049
Customer305,37,53752,33400,4378,College,Employed,Single,3,1,1,Rent,Urban,Fair,10.817984853861224,4933.432966599922,Contract,Approved,Excellent,0.32827229355815124
Customer306,25,85029,3083,40583,High School,Unemployed,Divorced,3,10,0,Rent,Urban,Excellent,16.563039197376067,4144.609041377407,Contract,Denied,Poor,0.1582392626742135
Customer307,24,47685,29328,46546,Bachelor,Self-Employed,Divorced,2,1,0,Rent,Suburban,Poor,11.39542520880911,2570.929781704769,Part-Time,Denied,Good,0.1676142561466294
Customer308,20,81693,46479,19835,Bachelor,Unemployed,Divorced,5,1,0,Mortgage,Rural,Poor,1.774915255274844,4566.9526762959795,Contract,Denied,Fair,0.6618905547009003
Customer309,34,85961,42891,29033,Master,Self-Employed,Single,2,6,1,Mortgage,Rural,Fair,6.985157228605707,2344.314529032575,Contract,Approved,Good,0.5504303879471205
Customer310,50,106908,20103,24000,Bachelor,Self-Employed,Single,5,2,1,Rent,Urban,Excellent,11.935440648790962,2862.203379095604,Contract,Approved,Good,0.1220854216512327
Customer311,29,104532,39891,45496,College,Unemployed,Married,4,1,1,Rent,Rural,Excellent,19.061285352691364,2647.0839532805744,Contract,Approved,Good,0.11269786043832519
Customer312,39,111994,10754,10332,High School,Self-Employed,Single,5,6,0,Own,Suburban,Good,17.323476835273432,2514.307426994862,Part-Time,Approved,Good,0.07231057477279146
Customer313,39,86133,34447,42604,College,Self-Employed,Married,2,2,0,Mortgage,Suburban,Good,5.338756669398105,3988.358461822576,Full-Time,Approved,Excellent,0.7437673473735441
Customer314,63,91268,15901,2800,PhD,Self-Employed,Divorced,4,6,0,Mortgage,Rural,Fair,5.182086770364107,2870.4600827127138,Full-Time,Approved,Fair,0.7118820852292892
Customer315,47,68243,33004,29538,Master,Employed,Married,1,10,0,Rent,Urban,Excellent,4.822286375164115,1925.2270491134723,Contract,Denied,Good,0.05843099085457515
Customer316,55,87384,7446,30119,Bachelor,Unemployed,Married,3,8,0,Rent,Rural,Excellent,18.52747902974756,1661.7117544631524,Contract,Approved,Fair,0.560270075596973
Customer317,55,61653,37211,8333,PhD,Employed,Divorced,2,2,1,Mortgage,Suburban,Good,17.200656908932693,669.8629263534502,Full-Time,Denied,Excellent,0.0846761552426899
Customer318,62,56657,48231,5410,Bachelor,Unemployed,Married,2,9,0,Own,Urban,Good,15.722785212806027,3124.378228473707,Contract,Denied,Fair,0.9037457706089417
